,,,,,,,
,Newtonville,,MA,02460,Newton Department of Senior Services,COA. Helen is her OT/PT and read Coming of Age.,
,Newton,,MA,02462,Newton Department of Senior Services,,
,Newton Highlands,,MA,02461,Newton Department of Senior Services,,
,Newtonville,,MA,02460,Newton Department of Senior Services,,
,Newton,,MA,02458,Newton Department of Senior Services,,
,Newton,,MA,02459,Newton Department of Senior Services,,
,Auburndale,,MA,02466,Newton Department of Senior Services,COA. Marina read about this in the newsletter and called and spoke with Julie Joy.,
,Auburndale,,MA,02466,Newton Department of Senior Services,COA. Roz saw us in the newsletter and called Julie Joy.,
,Newton,,MA,02461,Newton Department of Senior Services,NSC. Works with Barry at senior center.,
,Newton Centre,,MA,02459,Newton Department of Senior Services,NFL. Newton Free Library Homebound flyer.,
,Waban,,MA,02468,Newton Department of Senior Services,,
,Newton,,MA,02458,Newton Department of Senior Services,,
,Newton,,,02466,Newton Department of Senior Services,,
,Newton,,MA,02459,Newton Department of Senior Services,,
,Newton,,MA,,Newton Department of Senior Services,,
,Newton,,MA,02465,Newton Department of Senior Services,COA. Daughter saw the Coming of Age article,
,Newton,,MA,02459,Newton Department of Senior Services,Referred by Eliza through Newton Senior Center role.,
,Newton,,MA,02461,Newton Department of Senior Services,,
,Newton Center,,MA,02459,Newton Department of Senior Services,,
,Boston,,MA,02124,Dot House,,
,Brookline,,MA,02446,Community Care Partners,,
,Brookline,,MA,02446,Mass Mental Health Center,,
,Roslindale,,Mass,02131,Roslindale Medical & Dental Center,,
,Boston,,MA,02127,Roslindale Medical & Dental Center,,
,Somerville,,MA,02143,The Community Builders,,
,Brookline,,MA,02446,BIDMC Boston,,
,Brookline,,MA,02446,BIDMC Boston,Nurse Care Manager,
,Roslindale,,MA,02131,South Bay Community Services,,
,Hyde Park,,MA,02136,South Bay Community Services,,
,Boston,,MA,02136,South Bay Community Services,,
,West Roxbury,,MA,02132,South Bay Community Services,,
,Boston,,MA,02130,South Bay Community Services,Previous Therapist,
,Boston,,MA,02120,South Bay Community Services,,
,Cambridge,,MA,02138,Mount Auburn Cambridge Independent Practice Association (MACIPA),Benjamin Brennan is case manager at SCES  benjamin.brennan@eldercare.org,
,,,,,Mount Auburn Cambridge Independent Practice Association (MACIPA),,
,Cambridge,,MA,02140,Mount Auburn Cambridge Independent Practice Association (MACIPA),,
,Cambridge,,MA,02139,Mount Auburn Cambridge Independent Practice Association (MACIPA),,
,Cambridge,,MA,02140,Mount Auburn Cambridge Independent Practice Association (MACIPA),,
,Boston,,MA,02130,LGBTQIA+ Aging Project,,
,54 Selwyn Rd.,,,02461,Newton-Wellesley Hospital,Social Worker with Newton-Wellesley Primary care. Speaks weekly with Patricia for case management and behavioral needs purposes.,
,Newton,,MA,02460,Newton-Wellesley Hospital,,
,Boston,,MA,02135,MGH,,
,Boston,,MA,02134,MGH,MGH Geriatric Medicine,
,Boston,,,02127,MGH,,
,Cambridge,,MA,02140,Mount Auburn Hospital,,
,Cambridge,,MA,02140,Mount Auburn Hospital,,
,Cambridge,,MA,02138,Mount Auburn Hospital,,
,Cambridge,,MA,02138,Mount Auburn Hospital,,
,Cambridge,,MA,02138,Mount Auburn Hospital,,
,Cambridge,,MA,02140,Mount Auburn Hospital,,
,Boston,,MA,02120,Mandela Homes,,
,Boston,,MA,02119,Central Boston Elder Services,,
,Newton,,MA,02467,Brigham and Women’s Hospital,SW BWH,
,Brookline,,MA,02446,Brigham and Women’s Hospital,SW in Geriatric Pysch,
,Brookline,,MA,02446,Brigham and Women’s Hospital,"Nurse Care Coordinator, RN",
,Boston,,MA,02119,Brigham and Women’s Hospital,,
,Boston,,MA,02116,Harvard Vanguard Medical Associates (Somerville) - Physical Therapy Intern,,
,Boston,,MA,02136,Tufts Medical Center Community Care- Medford,,
,Brookline,,,02446,The Brookline Center for Community Mental Health,,
,Brookline,,MA,02446,The Brookline Center for Community Mental Health,Specifically the Center for Community Mental Health,
,Roslindale,,MA,02131,Sandra Katz Household,"Would like to go for walks, she is kind. She has been the center of our family, she has raised at least ten different members of her family. One college-aged grandson living with her.
Ask to speak to her husband Bryan who can help her coordinate visits. ",
,Boston,,MA,02131,Longfellow House- Rogerson Communities,Resident Services Coordinator,
,Newton,,MA,02467,"Massachusetts General Hospital, Charlestown navy yard",Community Health Worker at MGH,
,Colorado Springs,,CO,80907,Break The Silence Against Domestic Violence,,
,Boston,,MA,02114,Massachusetts General Hospital (fruit street address),Community Resource Specialist,
,Boston,,MA,02110,Massachusetts General Hospital (fruit street address),social worker,
,,,MA,02119,"Tufts Medical Center, Boston",,
,Boston,,MA,02127,"Tufts Medical Center, Boston",,
,Revere,,MA,02151,"Tufts Medical Center, Boston",,
,Jamaica Plain,,MA,02130-4323,Your Elder Experts,,
,Brookline,,MA,02445,Your Elder Experts,,
,"Jamaica Plain, Boston",,MA,02130,Your Elder Experts,,
,Boston,,MA,02130,Selma Mirsky Household,,
,Boston,,MA,02136,Selma Mirsky Household,,
,Brookline,,MA,02467,VA Hospital - JP,,
,Northborough,,MA,01532,VA Hospital - JP,,
,Wareham,,MA,02571,VA Hospital - JP,,
,Lynn,,MA,01902,VA Hospital - JP,,
,West Roxbury,,,02132,Brigham & Women's Advanced Primary Care Associates,,
,Roxbury,,MA,02119,Brigham & Women's Advanced Primary Care Associates,,
,Somerville,,MA,02144,Clarendon Hill Towers,,
,Somerville,,MA,02144,Clarendon Hill Towers,,
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,"LICSW - PACE - Lewis Mall
East Boston Neighborhood Health Center",
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,Neighborhood PACE - Social Worker,
,Boston,,MA,02128,Neighborhood PACE - Lewis Mall,LCSW,
,Everett,,MA,02149,Neighborhood PACE - Lewis Mall,"Ammy Gonzalez, MSW, LCSW
Clinical Social Worker
Neighborhood PACE
East Boston Neighborhood Health Center",
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,,
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,,
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,,
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,social worker - Neighborhood PACE,
,Chelsea,,MA,02150,Neighborhood PACE - Lewis Mall,Social Worker,
,East Boston,,MA,02128,Neighborhood PACE - Lewis Mall,LICSW,
,Boston,,MA,02128,Neighborhood PACE - Lewis Mall,Social Worker,
,Cambridge,,MA,02138,MGH Senior Health,MGH Weight Control,
,Boston,,MA,02114,MGH Senior Health,,
,East Boston,,MA,02128,MGH Senior Health,Original referral by Katie Byron-BSHC (617) 226-8947,
,Boston,,MA,02114-4559,MGH Senior Health,,
,East Boston,,MA,02128,MGH Senior Health,,
,Boston,,MA,02129,MGH Senior Health,,
,Dorchester,,MA,02121,MGH Senior Health,caseworker,
,Allston,,MA,02134,MGH Senior Health,,
,South Boston,,MA,02127,MGH Senior Health,,
,East Boston,,MA,02128,MGH Senior Health,,
,Boston,,MA,02115,MGH Senior Health,"Community Resource Specialist

Angela Micozzi, nurse care manager
617-724-9556

Katie Flynn, Social worker
617-726-5766",
,Newton,,MA,02462,MGH Senior Health,,
,Jamaica Plain,,MA,02130,CBES,,
,Dorchester,,MA,02124,CBES,Case manager called requesting medical escort.,
,Boston,,MA,02116,CBES,CBES (Central Boston Elder Services),
,"Jamaica Plain, Boston",,MA,02130,CBES,"His doughtier also is interesting on having him
enrolled i our program.",
,"Jamaica Plain, Boston",,MA,02130,CBES,"Recipient has epilepsy but do not want to go to
a day program.",
,Boston,,MA,02109,Tuft Medical Center,,
,Boston,,MA,02119,Tuft Medical Center,It was on a print out.,
,Boston,,MA,02118,Brigham & Woman Hospital,Social Worker,
,Jamaica Plain,,MA,02130,Brigham & Woman Hospital,,
,brookline,,MA,02445,Brigham & Woman Hospital,,
,Jamaica Plain,,MA,02130-0033,Brigham & Woman Hospital,,
,Boston,,MA,02120,Brigham & Woman Hospital,Clinical Case Worker,
,Roxbury,,MA,02120,Brigham & Woman Hospital,Recipient needs a mandatory escort to return home.,
,Brookline,,MA,02445,Dana Farber Cancer Institute,Dana Farber SW,
,Roxbuy,,MA,02119,Dana Farber Cancer Institute,Clinical Social Worker,
,,,,,Dana Farber Cancer Institute,,
,Boston,,MA,02130,Dana Farber Cancer Institute,,
,Jamaica Plain,,MA,02130,Beth Israel Deaconess Care Organization,,
,Boston,,MA,02118,Vinfen Corportation,,
,Allston,,MA,02134,Vinfen Corportation,"Richard lives by himself and often struggles with symptoms of depression, which he reports are alleviated when he has more structure in his life and/or is able to get out of his apartment, go for a walk, etc. He would benefit from having a friendly visito",
,Brookline,,MA,02467,Vinfen Corportation,Sarah reports client likes to talk a lot and may have some difficulty paying attention.  She will need a volunteer that can provide some direction.  She is very excited to have a volunteer!,
,Boston,,MA,02132,Vinfen Corportation,Originally referred by Melinda Daniels at VinFen,
,Boston,,MA,02215,Vinfen Corportation,aka Community Care Partners,
,Brookline,,MA,02467,Vinfen Corportation,,
,Brookline,,MA,02446,Vinfen Corportation,Community social worker (I am a student intern),
,Brighton,,MA,,Vinfen Corportation,"Very hard of hearing.  May have some difficulty understanding that visitors are there to visit, not do tasks.",
,Chelsea,,MA,02150,East Boston Health Center,,
,Boston,,MA,02118,Tenant's Development Corporation,,
,Charlestown,,MA,02129,Neighborhood PACE,,
,Brookline,,MA,02446,Hebrew Senior Life Home Care,,
,Boston,,MA,02130,Hebrew Senior Life Home Care,,
,Boston,,MA,02115,Hebrew Senior Life Home Care,,
,Brookline,,MA,02446,Hebrew Senior Life Home Care,,
,Boston,,MA,02119,Walnut House,,
,Boston,,MA,02119,Walnut House,,
,Dorchester,,MA,,Housing Opportunity Unlimited,,
,Boston,,MA,02121,The Dimock Center,,
,Boston,,MA,02134,Boston Commission for the Elderly,,
,Boston,,MA,02215,Brighton Allston Mental Health Association,,
,Brighton,,MA,02135,Brighton Allston Mental Health Association,,
,Boston,,MA,02118,Inquilinos Boricuas en Acción,,
,Boston,,MA,02118,Inquilinos Boricuas en Acción,,
,Medford,,MA,02155,Cambridge Health Alliance PACE,,
,Somerville,,MA,02144,Cambridge Health Alliance PACE,,
,Medford,,MA,02155,Cambridge Health Alliance PACE,"Greg Kasper, MSW, LCSW 
Clinical Social Worker 
857-303-6229",
,Cambridge,,MA,02140,Cambridge Health Alliance PACE,Originally referred by Meryl Rewolinski,
,Cambridge,,MA,02138,Cambridge Health Alliance PACE,"William Ruhm Cell: 336-455-2580 wruhm@challiance.org
William Ruhm, LCSW 
Clinical Social Worker 
Cambridge Health Alliance PACE
617-945-3305",
,Somerville,,MA,02144,Cambridge Health Alliance PACE,Social worker is Mary (Molly) Plant,
,Cambridge,,MA,02139,Cambridge Health Alliance PACE,"From PACE program - Cambridge Health Alliance
New referral source - Hannah Mason at CHA hmason@challiance.org",
,Everett,,MA,02149,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02139,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02139,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02138,Cambridge Health Alliance PACE,temp. behavioral health caseworker - only one visit with Helle,
,Cambridge,,MA,02139,Cambridge Health Alliance PACE,,
,Somerville,,MA,02143,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02138,Cambridge Health Alliance PACE,,
,Somerville,,MA,02144,Cambridge Health Alliance PACE,"originally submitted by Hannah Mason, SW at PACE. Jayne is the Activity Coordinator at Chip's building",
,Cambridge,,MA,02141,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02139,Cambridge Health Alliance PACE,"Clinical Social Worker Cambridge Health Alliance
CHA PACE",
,Charlestown,,MA,02129,Cambridge Health Alliance PACE,Clinical Social Worker; CHA PACE,
,Somerville,,MA,02144,Cambridge Health Alliance PACE,,
,Somerville,,MA,02144,Cambridge Health Alliance PACE,,
,Somerville,,MA,02143,Cambridge Health Alliance PACE,,
,Somerville,,MA,02145,Cambridge Health Alliance PACE,,
,Somerville,,MA,02144,Cambridge Health Alliance PACE,"Juliana Adams (case manager, new?) 857-331-4463",
,Somerville,,MA,02144,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02141,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02139,Cambridge Health Alliance PACE,,
,Medford,,MA,02155,Cambridge Health Alliance PACE,,
,Cambridge,,MA,02141,Mass General Brigham,,
,East Boston,,MA - Massachusetts,02128,Mass General Brigham,community resource manager in the Intergrated care management program,
,Boston,,MA,02118,Tufts Medical Center,Veronica is a case manager at Marjorie's PCP office,
,Boston,,MA,02118,Tufts Medical Center,,
,Boston,,MA,02129,"Massachusetts General Hospital - 185 Cambridge Street, Boston, MA 02114",MGH case manager is Holly Willis,
,Boston,,MA,02118,Boston Medical Center,,
,Boston,,MA,02118,Boston Medical Center,,
,,,,02215,"Operation P.E.A.C.E >> 42 Peterborough Street >> Boston, MA 02215","Community Coordinator 42 Peterborough Street >> Boston, MA 02215",
,Boston,,MA,02130,FriendshipWorks,,
,Boston,,MA,02130,FriendshipWorks,,
,Jamaica Plain,,MA,02130,FriendshipWorks,,
,Boston,,MA,02118,FriendshipWorks,volunteer,
,Boston,,MA,02115,FriendshipWorks,outreach,
,Brighton,,MA,02135,ABCD,,
,Roslindale,,MA,02131,ABCD,,
,,,,,ABCD,,
,Boston,,MA,02130,ABCD,,
,Boston,,MA,02130,ABCD,,
,Allston,,MA,02134,ABCD,,
,Brighton,,MA,02135,ABCD,,
,Boston,,MA,02114,ABCD,,
,,,,,ABCD,,
,Boston,,MA,02114,ABCD,,
,Brighton,,MA,02135,ABCD,,
,Boston,,MA,02134,ABCD,,
,Boston,,MA,02135,ABCD,,
,Jamaica Plain,,MA,02130,ABCD Citywide Boston Hispanic,,
,Allston,,MA,02134,ABCD Citywide Boston Hispanic,,
,Boston,,MA,02118,Boston Center for Independent Living,,
,Dorchester,,MA,02124,Boston Center for Independent Living,,
,Dorchester,,MA,02124,Boston Center for Independent Living,,
,Jamaica Plain,,MA,02130,Boston ElderINFO,,
,,,,,Boston ElderINFO,,
,Charlestown,,MA,02129,Boston Senior Home Care,(Robin no longer in this role but referred just before being promoted),
,Roslindale,,MA,02131,Boston Senior Home Care,,
,Boston,,MA,02210,Boston Senior Home Care,,
,Boston,,MA,02122,Boston Senior Home Care,,
,Boston,,MA,02128,Boston Senior Home Care,,
,Brookline,,Ma,02446,Boston Senior Home Care,,
,South Boston,,MA,02127,Boston Senior Home Care,,
,North End,,MA,02113,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,Connect To Wellness (collaboration btwn MGH/BSHC),
,Charlestown,,MA,02129,Boston Senior Home Care,Case manager,
,East Boston,,MA,02128,Boston Senior Home Care,Sr. Case Manager,
,East Boston,,MA,02128,Boston Senior Home Care,,
,North End,,MA,02109,Boston Senior Home Care,,
,Boston,,MA,02120,Boston Senior Home Care,,
,Boston,,MA,02110,Boston Senior Home Care,,
,South Boston,,MA,02127,Boston Senior Home Care,,
,Mattapan,,MA,02126,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,"""Thanks so much for helping out this consumer. She is a very nice lady who has 5 cats, so please be sure to check allergies for the person assigned. She is a little distrustful of people, but I think she has had a hard life so it is understandable. She ha",
,South Boston,,MA,02127,Boston Senior Home Care,"Geriatric Support Service Coordinator (Bilingual), SCO-United Health Care, Boston Senior Home Care",
,,,,,Boston Senior Home Care,,
,S. Boston,,MA,02127,Boston Senior Home Care,,
,North End,,MA,02109,Boston Senior Home Care,,
,Boston,,MA,02215,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,,
,Boston,,MA,02109,Boston Senior Home Care,,
,Boston,,MA,02116,Boston Senior Home Care,,
,Dorchester,,MA,02122-2508,Boston Senior Home Care,,
,Boston,,MA,02116-,Boston Senior Home Care,,
,Boston,,MA,02109,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,,
,Boston,,MA,02111,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,"Case Manager

Other source for Cleofe:
Rosetta Cientanni Hunter (617) 636-4334",
,Dorchester,,MA,02121,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,Case Manager: Sharon Mcallister - 617-303-1912,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Mattapan,,MA,02126,Boston Senior Home Care,"Ms. D, RSC at Foley House as of July 1, 2019.
617-298-5800 x2608

Ms. D will look for volunteers to send to me in hopes of getting them trained to be matched with resident's, especially Clarise",
,East Boston,,MA,02128,Boston Senior Home Care,,
,Quincy,,MA,02170-1930,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,case manager,
,Dorchester,,MA,02124,Boston Senior Home Care,"Jessica, social worker at Kit Clark, is main contact now.",
,Boston,,MA,02124,Boston Senior Home Care,"case manager

Keystone RSC-Tanya (617) 282-9126",
,,,,,Boston Senior Home Care,,
,North End,,MA,02109,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Boston,,MA,02110,Boston Senior Home Care,Daughter referred recipient,
,Dorchester,,MA,02121,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Charlestown,,MA,02129,Boston Senior Home Care,,
,Boston,,MA,02215,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Boston,,MA,02129,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Boston,,MA,02127,Boston Senior Home Care,,
,Boston,,MA,02129,Boston Senior Home Care,,
,Brighton,,MA,02135,Boston Senior Home Care,,
,Boston,,MA,02127,Boston Senior Home Care,"RE-referred on 10/1/2018

Initial referral by Susan Marlin Procter
VNA Assoc. of Boston
(617) 886-6705",
,Boston,,MA,02129,Boston Senior Home Care,,
,Boston,,MA,02110,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Boston,,MA,02129,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Roslindale,,MA,02131,Boston Senior Home Care,,
,Jamaica Plain,,MA,02130,Boston Senior Home Care,,
,Boston,,MA,02125,Boston Senior Home Care,,
,,,,,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,,,,,Boston Senior Home Care,,
,,,,,Boston Senior Home Care,,
,Roslindale,,MA,02131,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Boston,,MA,02111,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Brookline,,MA,02446,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Roxbury,,MA,02120,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,"Christina Francois 
Might not work there anymore.

New Referring person:
Amanda Horrigan
617.226.8949
Ahorrigan@bshcinfo.org

Newest:
Amanda no longer works at BSHC.
New case worker: Meghan
617-303-6950",
,East Boston,,MA,02128,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Waltham,,MA,02452-6317,Boston Senior Home Care,,
,Braintree,,MA,,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Hyde Park,,MA,02136,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Mattapan,,MA,02126,Boston Senior Home Care,"NEW referral source from ETHOS:
Social worker Intern at ETHOS. Julia Cardoso M,W 9-5pm until August 2017. 617-477-6658. Jcardoso@ethocare.org",
,East Boston,,MA,02128,Boston Senior Home Care,,
,Boston,,MA,02129,Boston Senior Home Care,Also try apt.# 201 Lorraine Gagnon (617) 877-7764,
,Boston,,MA,02113,Boston Senior Home Care,,
,Boston,,MA,02124,Boston Senior Home Care,"Gabriela, social worker
Mattapan Heights Community
 617.398.2602
Gdemarco@trinitymanagementcompany.com

8/8/2019:
Misty Pisani, RSC at Harmon Apartments made re-referral for him
508-326-6493",
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,Boston,,MA,02210,Boston Senior Home Care,Case Manager,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,South Boston,,MA,02127,Boston Senior Home Care,Initially referred by daughter - Darlene Dowdy (978) 399-8738,
,Boston,,MA,02116,Boston Senior Home Care,,
,Boston,,MA,02129,Boston Senior Home Care,Case Manager (previously Lynn Perrielly),
,Charlestown,,MA,02129,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,South Boston,,MA,02127,Boston Senior Home Care,Case Manager,
,Boston,,MA,02124,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,"Tenant Resource Counselor
Boston Senior Home Care",
,Boston,,MA,02114,Boston Senior Home Care,"Tenant Resource Counselor

Boston Senior Home Care",
,East Boston,,MA,02128,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Boston,,MA,02122,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Dorchester,,MA,02122,Boston Senior Home Care,,
,Boston,,MA,02116,Boston Senior Home Care,"Senior Case Manager
AFC-Shared Living Program
Boston Senior Home Care
Personal cell: 781-266-6786",
,Charlestown,,MA,02129,Boston Senior Home Care,"Home Care Case Manager
(previously - Joe McKenzie - Intake Case Manager)",
,Boston,,MA,02129,Boston Senior Home Care,,
,Charlestown,,MA,02129,Boston Senior Home Care,,
,Boston,,MA,02109,Boston Senior Home Care,,
,Charlestown,,MA,02129,Boston Senior Home Care,"email from Robin,
""It might be best to reach out to his S.W. from Archdiocese of Boston at 339-205-4789, her name is Amy Nash. She is also working on providing care for this consumer. Thank you!""",
,East Boston,,MA,02128,Boston Senior Home Care,,
,,,,,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,"covering case manager
*Barbara Searles referred again on 1/15/2020 - explained that we are unable to serve her unfortunately - please see ACTIVITY LOG NOTES.",
,Charlestown,,MA,02129,Boston Senior Home Care,,
,South Boston,,MA,02127,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
,Boston,,MA,02114,Boston Senior Home Care,(new cm - Sharon ),
,Charlestown,,MA,02129,Boston Senior Home Care,,
,Mattapan,,MA,02126,Boston Senior Home Care,"Amanda no longer works at BSHC.
New case worker: Meghan
617-303-6950",
,Drochester,,MA,02124,Boston Senior Home Care,home care case manager,
,South Boston,,MA,02127,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,case manager,
,East Boston,,MA,02128,Boston Senior Home Care,Sr CCA SCO Case Manager,
,Boston,,MA,02113,Boston Senior Home Care,,
,Boston,,MA,02110,Boston Senior Home Care,"Case Manager gave him our number, he called himself",
,South Boston,,MA,02127,Boston Senior Home Care,case manager,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Boston,,MA,02109,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,"Amanda no longer works at BSHC.
New case worker: Meghan
617-303-6950",
,Charlestown,,MA,02129,Boston Senior Home Care,Case Manager,
,Boston,,MA,02113,Boston Senior Home Care,"Previous case manager - Dorothy Lima (617) 938-5118 or (617) 448-2442  dlima@bshcinfo.org

ORIGINAL REFERRAL:  self referral-met Amy O'Dea at City Hall

Current Care Manager as of 7/8/2020:
Dorothy Lima
Care Manager
Boston Senior Home Care
89 Sout",
,Boston,,MA,02125,Boston Senior Home Care,,
,"East Boston,",,MA,02128,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,"New referral on 3/26/2019 by:
Casey Carson, LCSW  Social Worker
Neighborhood PACE
P: 617-568-6380
F: 617-568-4307
carsonc@ebnhc.org",
,Brighton,,MA,02135,Boston Senior Home Care,,
,,,,,Boston Senior Home Care,,
,Dorchester,,MA,02124,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,Boston,,MA,02109,Boston Senior Home Care,"Traci McCarthy

Senior Case Manager
Boston Senior Home Care
89 South Street Suite 501
Boston, MA  02111
ph: 617-303-6946

fax: 857-400-2902
tmccarthy@bshcinfo.org",
,Dorchester,,MA,02121,Boston Senior Home Care,,
,Boston,,MA,02113,Boston Senior Home Care,,
,Jamaica Plain,,MA,02130,Boston Senior Home Care,,
,Dorchester,,MA,02125,Boston Senior Home Care,,
,Mattapan,,MA,02126,Boston Senior Home Care,,
,East Boston,,MA,02128,Boston Senior Home Care,,
